Timestamp,Temperature,Pressure,Flow Rate,RPM,Vibration,Status,Multi_Sensor_Fault
2026-01-01 03:29:00,86.55819447196416,5.349915348637388,94.36973019544476,1499.9645702711678,8.676837978977762,Warning,False
2026-01-01 05:00:00,87.51301496723379,4.86638190927139,97.88200709135911,1602.597380886146,8.507829314428871,Warning,False
2026-01-01 05:01:00,88.31945687940909,5.198408469907305,93.17191297904924,1500.0969686342794,6.5931116351954016,Warning,False
2026-01-01 05:02:00,92.24188081536978,4.965008048660918,95.12939076891816,1530.8014364023825,8.324937463106929,Critical,False
2026-01-01 05:03:00,91.8311107963004,4.848850968101431,103.51713958393654,1562.5100103125849,6.461370974539584,Critical,True
2026-01-01 05:04:00,89.93729521810755,5.107301968714081,93.46315108884518,1649.7833744891982,9.651232097633908,Warning,False
2026-01-01 11:40:00,93.43183093844289,5.070126019854712,95.03566999457227,1619.34042603446,9.59775794857158,Critical,True
2026-01-01 11:41:00,98.14702767751066,5.097837426029533,92.77397367793888,1654.5490212592983,10.17892511822927,Critical,True
2026-01-01 11:42:00,92.88696892837172,5.126944293712354,103.33134836021762,1700.6135222850382,6.625518621389871,Critical,True
2026-01-01 11:43:00,90.77461611090932,5.221939968391244,102.8898926181978,1651.185477305349,6.74461894430558,Critical,True
2026-01-01 11:44:00,90.3301124794283,5.081963731385702,102.88681762553333,1612.4654297820864,7.7894374116419955,Critical,True
