Timestamp,Temperature,Pressure,Flow Rate,RPM,Vibration
2026-01-01 00:00:00,76.49014245903369,5.279871087317201,95.68253197517532,1466.2410862512809,5.138288663183913
2026-01-01 00:01:00,74.58520709648644,5.184926736582554,99.84398255530458,1492.774066464224,6.709422483830747
2026-01-01 00:02:00,76.94306561430207,5.011926073984035,100.09008436022224,1460.379003950002,7.379591699867533
2026-01-01 00:03:00,79.56908956922408,4.870612644458885,102.36315172921702,1484.601923518048,10.831531486010284
2026-01-01 00:04:00,74.29753987583,5.139644662722718,93.16570818359587,1405.3192666523107,8.834829686800637
2026-01-01 00:05:00,74.29758912915246,5.07869707708435,102.96283636923665,1510.664685368647,5.9967776463501625
2026-01-01 00:06:00,79.73763844652217,5.179038644005546,86.47804184198613,1500.0602737681113,8.729054434126455
2026-01-01 00:07:00,77.30230418745873,5.127034360336394,96.85057723818095,1459.1455684465905,5.679044016592451
2026-01-01 00:08:00,73.59157684219514,5.209910543063867,97.55863078774227,1532.9622834216202,9.62403658083061
2026-01-01 00:09:00,76.6276801307579,4.8929529576878865,103.16663413035619,1546.878506881328,7.293313022273182
2026-01-01 00:10:00,73.60974692156262,5.2634788131268655,100.11315426338435,1419.6220067815514,7.859545716891244
2026-01-01 00:11:00,73.60281073928923,5.03951992093848,92.97218473071857,1461.8637610716894,9.988694971313285
2026-01-01 00:12:00,75.7258868146981,5.415052174525053,95.07503437091492,1461.542882510635,6.069254647123625
2026-01-01 00:13:00,69.2601592660266,4.862162436382087,100.99340004773704,1453.0048449445567,5.904322722330513
2026-01-01 00:14:00,69.8252465024609,5.34719276063305,99.60466329067722,1541.4737420965873,7.124601010480992
2026-01-01 00:15:00,73.31313741227709,5.039582156692529,97.10437945182127,1490.30869306136,9.557568276528976
2026-01-01 00:16:00,71.96150663899672,4.86971639927711,97.5958310524401,1486.7742579344695,5.720980886784736
2026-01-01 00:17:00,75.94274199778582,4.903222833189136,103.48083998579645,1399.8068817796623,3.751766602834147
2026-01-01 00:18:00,72.27592777343636,4.935930538361136,97.41153713565393,1531.7709015104613,7.323261712386502
